name	source	about	first_release	types	paradigms	website
cayenne	https://en.wikipedia.org/wiki/Cayenne_(programming_language)	Lennart Augustsson is a Swedish computer scientist. He was previously a lecturer at the Computing Science Department at Chalmers University of Technology. His research field is functional programming and implementations of functional languages.[1]				
cduce	https://en.wikipedia.org/wiki/CDuce	CDuce is an XML-oriented functional language, which extends XDuce in a few directions. It features XML regular expression types, XML regular expression patterns, XML iterators. CDuce is not strictly speaking an XML transformation language since it can be used for general-purpose programming.				
cecil	https://en.wikipedia.org/wiki/Cecil_(programming_language)	Cecil is a pure object-oriented programming language that was developed by Craig Chambers at the University of Washington in 1992 to be part of the Vortex project there. Cecil has many similarities to other object-oriented languages, most notably Objective-C, Modula-3, and Self.[1][2] The main goals of the project were extensibility, orthogonality, efficiency, and ease-of-use.				
cesil	https://en.wikipedia.org/wiki/Cesil	Cesil, or Computer Education in Schools Instruction Language, was a programming language designed to introduce pupils in British schools to Assembly language. It is a low level language containing a total of fourteen instructions:				
céu	https://en.wikipedia.org/wiki/C%C3%A9u_(programming_language)	"Céu is ""Structured Synchronous Reactive Programming"" [1] According to its web page, Céu supports synchronous concurrency with shared memory and deterministic execution and has a small memory footprint.[1]"				
ceylon	https://en.wikipedia.org/wiki/Ceylon_(programming_language)	Ceylon was an object-oriented, strongly statically typed programming language with an emphasis on immutability, created by Red Hat. Ceylon programs run on the Java virtual machine (JVM), and could be compiled to JavaScript.[6][7] The language design focuses on source code readability, predictability, toolability, modularity, and metaprogrammability.[8]	2011	['Static', 'strong', 'safe']	['Object-oriented']	http://ceylon-lang.org/
cfengine	https://en.wikipedia.org/wiki/CFEngine	CFEngine is an open-source configuration management system, written by Mark Burgess. Its primary function is to provide automated configuration and maintenance of large-scale computer systems, including the unified management of servers, desktops, consumer and industrial devices, embedded networked devices, mobile smartphones, and tablet computers.	1993			https://cfengine.com/
cg	https://en.wikipedia.org/wiki/Cg_(programming_language)	The High-Level Shader Language[1] or High-Level Shading Language[2] (HLSL) is a proprietary shading language developed by Microsoft for the Direct3D 9 API to augment the shader assembly language, and went on to become the required shading language for the unified shader model of Direct3D 10 and higher.				
ch	https://en.wikipedia.org/wiki/Ch_(computer_programming)	Ch /ˌsiːˈeɪtʃ/ is a proprietary cross-platform C and C++ interpreter and scripting language environment, originally designed by Harry H. Cheng as a scripting language for beginners to learn mathematics, computing, numerical analysis (numeric methods), and programming in C/C++. Ch is now developed and marketed by SoftIntegration, Inc. A student edition is freely available. Ch Professional Edition for Raspberry Pi is free for non-commercial use.	2001			http://www.softintegration.com/
chapel	https://en.wikipedia.org/wiki/Chapel_(programming_language)	Chapel, the Cascade High Productivity Language, is a parallel programming language developed by Cray.[3] It is being developed as part of the Cray Cascade project, a participant in DARPA's High Productivity Computing Systems (HPCS) program, which had the goal of increasing supercomputer productivity by the year 2010. It is being developed as an open source project, under version 2 of the Apache license.[4]	2009	['static', 'inferred']	['Object-oriented', 'Partitioned global address space', 'Parallel programming']	https://chapel-lang.org/
charm	https://en.wikipedia.org/wiki/Charm_(language)	Charm is a computer programming language devised in the early 1990s with similarities to the RTL/2, Pascal and C languages in addition to containing some unique features of its own. The Charm language is defined by a context-free grammar amenable to being processed by recursive descent parser as described in seminal books on compiler design.[1][2]	1996		['Structured programming']	http://charm.qu-bit.co.uk/
chill	https://en.wikipedia.org/wiki/CHILL	In computing, CHILL (an acronym for CCITT High Level Language) is a procedural programming language designed for use in telecommunication switches (the hardware used inside telephone exchanges). The language is still used for legacy systems in some telecommunication companies and for signal box programming.	1980	['static', 'strong']	['procedural']	
chip-8	https://en.wikipedia.org/wiki/CHIP-8	CHIP-8 is an interpreted programming language, developed by Joseph Weisbecker. It was initially used on the COSMAC VIP and Telmac 1800 8-bit microcomputers in the mid-1970s. CHIP-8 programs are run on a CHIP-8 virtual machine. It was made to allow video games to be more easily programmed for these computers.				
chomski	https://en.wikipedia.org/wiki/Chomski	pattern parsing virtual machine (previously called 'chomski' after Noam Chomsky) and pep refer to both a command line computer language and utility (interpreter for that language) which can be used to parse and transform text patterns and (formal mathematical) languages. The utility reads input files character by character (sequentially), applying the operation which has been specified via the command line or a pep script, and then outputs the line. It was developed from 2006 in the C language. Pep has derived a number of ideas and syntax elements from Sed, a command line text stream editor.	2007		['scripting language']	http://bumble.sourceforge.net/books/pars/
chuck	https://en.wikipedia.org/wiki/ChucK	ChucK is a concurrent, strongly timed audio programming language for real-time synthesis, composition, and performance,[3] which runs on Linux, Mac OS X, Microsoft Windows, and iOS. It is designed to favor readability and flexibility for the programmer over other considerations such as raw performance. It natively supports deterministic concurrency and multiple, simultaneous, dynamic control rates. Another key feature is the ability to live code; adding, removing, and modifying code on the fly, while the program is running, without stopping or restarting. It has a highly precise timing/concurrency model, allowing for arbitrarily fine granularity. It offers composers and researchers a powerful and flexible programming tool for building and experimenting with complex audio synthesis programs, and real-time interactive control.[4]	2003	['Strong']	['Multi-paradigm']	http://chuck.cs.princeton.edu/
